Player,Position,Draft_Year,Draft_Round,Draft_Pick,Age_when_Drafted,Team,From,To,NFL_Years_Played,Hall_of_Fame_Inductee,All_Pro_First_Team_Selections,Pro_Bowl_Selections,Years_as_NFL_Starter,CarAV,College_Games,College_Games_Started,Rushing_Attempts,Rushing_Yards,Rushing_Touchdowns,Receptions,Receiving _Yards,Receiving_Touchdowns,College_University
Tony_Vinson,RB,1994,5,160,23,SDG,1997,1999,3,0,0,0,0,0,16,0,0,0,0,0,0,0,Towson
Lamont_Warren,RB,1994,6,164,21,IND,1994,2002,9,0,0,0,0,16,96,12,287,922,8,146,1270,5,Colorado
Robert_Strait,RB,1994,6,171,,CLE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baylor
Fred_Lester,RB,1994,6,173,,NYJ,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabama_A+M
Anthony_Daigle,RB,1994,6,185,24,KAN,1994,1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Fresno_St
Jamal_Anderson,RB,1994,7,201,21,ATL,1994,2001,8,0,1,1,4,49,88,64,1329,5336,34,156,1645,7,Utah
Frank_Harvey,RB,1994,7,204,23,ARI,1994,1994,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Georgia
Mark_Montgomery,RB,1994,7,206,,PHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wisconsin
Brice_Abrams,RB,1994,7,209,,PIT,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan_St
Butler_By'not'e,RB,1994,7,212,21,DEN,1994,1995,2,0,0,0,0,0,16,0,0,0,0,0,0,0,Ohio_St
Garrison_Hearst,RB,1993,1,3,22,PHO,1993,2004,12,0,0,2,7,71,126,105,1831,7966,30,229,2065,9,Georgia
Jerome_Bettis,RB,1993,1,10,21,RAM,1993,2005,13,1,2,6,11,80,192,153,3479,13662,91,200,1449,3,Notre_Dame
Robert_Smith,RB,1993,1,21,21,MIN,1993,2000,8,0,0,2,6,61,98,72,1411,6818,32,178,1292,6,Ohio_St
Natrone_Means,RB,1993,2,41,21,SDG,1993,2000,8,0,0,1,4,38,88,55,1409,5215,45,103,631,2,North_Carolina
Glyn_Milburn,RB,1993,2,43,22,DEN,1993,2001,9,0,1,2,0,19,138,9,183,817,2,170,1322,6,Stanford
Reggie_Brooks,RB,1993,2,45,22,WAS,1993,1996,4,0,0,0,1,13,41,20,437,1726,7,37,267,0,Notre_Dame
Roosevelt_Potts,RB,1993,2,49,22,IND,1993,1998,6,0,0,0,4,16,71,61,359,1475,1,106,863,4,La-Monroe
Russell_White,RB,1993,3,73,22,RAM,1993,1993,1,0,0,0,0,0,5,0,2,10,0,0,0,0,California
Terry_Kirby,RB,1993,3,78,23,MIA,1993,2002,10,0,0,0,2,48,110,39,761,2875,27,333,3222,12,Virginia
Ronald_Moore,RB,1993,4,87,23,PHO,1993,1998,6,0,0,0,2,13,77,35,624,2210,14,24,153,1,Pittsburg_St
Lorenzo_Neal,FB,1993,4,89,22,NOR,1993,2008,16,0,2,4,9,14,239,131,226,807,6,199,1086,12,Fresno_St
Rudy_Harris,RB,1993,4,91,21,TAM,1993,1994,2,0,0,0,0,1,18,2,9,29,0,6,59,0,Clemson
Derrick_Lassic,RB,1993,4,94,23,DAL,1993,1993,1,0,0,0,0,3,10,3,75,269,3,9,37,0,Alabama
Derek_Brown,RB,1993,4,109,22,NOR,1993,1996,4,0,0,0,2,17,56,21,388,1383,6,108,918,3,Nebraska
Adrian_Murrell,RB,1993,5,120,22,NYJ,1993,2003,11,0,0,0,5,37,122,67,1375,5199,23,214,1369,5,West_Virginia
Kevin_Williams,RB,1993,5,126,23,DEN,1993,1993,1,0,0,0,0,0,3,0,0,0,0,0,0,0,UCLA
Richie_Anderson,FB,1993,6,144,21,NYJ,1993,2004,12,0,0,1,5,29,161,82,318,1274,4,400,3149,14,Penn_St
Darius_Turner,RB,1993,6,159,,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Washington
Ty_Hallock,RB,1993,7,174,22,DET,1993,2000,8,0,0,0,3,6,86,35,17,62,1,65,487,3,Michigan_St
Lance_Lewis,RB,1993,7,184,,IND,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska
Greg_Robinson,RB,1993,8,208,24,RAI,1993,1996,4,0,0,0,1,7,28,13,228,890,2,18,160,0,La-Monroe
Tommy_Vardell,RB,1992,1,9,23,CLE,1992,1999,8,0,0,0,4,19,87,57,403,1427,18,119,1010,3,Stanford
Tony_Smith,RB,1992,1,19,22,ATL,1992,1994,3,0,0,0,0,4,33,6,87,329,2,2,14,0,Southern_Miss
Vaughn_Dunbar,RB,1992,1,21,24,NOR,1992,1995,4,0,0,0,1,7,39,14,267,935,5,11,73,0,Indiana
Amp_Lee,RB,1992,2,45,20,SFO,1992,2000,9,0,0,0,0,32,116,15,388,1512,7,335,3099,15,Florida_St
Siran_Stacy,RB,1992,2,48,24,PHI,1992,1992,1,0,0,0,0,0,16,0,0,0,0,0,0,0,Alabama
Kevin_Turner,FB,1992,3,71,23,NWE,1992,1999,8,0,0,0,5,18,106,65,160,635,1,236,2015,10,Alabama
Rodney_Culver,RB,1992,4,85,22,IND,1992,1995,4,0,0,0,0,5,43,5,241,689,13,42,343,3,Notre_Dame
Tony_Brooks,RB,1992,4,92,23,PHI,1992,1992,1,0,0,0,0,0,5,0,0,0,0,0,0,0,Notre_Dame
Edgar_Bennett,RB,1992,4,103,23,GNB,1992,1999,8,0,0,0,5,48,112,77,1115,3992,21,284,2245,10,Florida_St
Maury_Toy,RB,1992,5,113,,IND,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UCLA
Dexter_McNabb,FB,1992,5,119,23,GNB,1992,1995,4,0,0,0,0,0,33,0,2,11,0,0,0,0,Florida
Joe_Campbell,RB,1992,6,144,,RAM,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Middle_Tenn_St
Michael_Bates,RB,1992,6,150,22,SEA,1993,2003,11,0,1,5,0,6,145,1,12,33,0,12,158,1,Arizona
Mike_Gaddis,RB,1992,6,152,,MIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma
Scottie_Graham,RB,1992,7,188,23,PIT,1992,1997,6,0,0,0,0,8,57,9,364,1267,7,20,126,0,Ohio_St
Anthony_McDowell,RB,1992,8,200,23,TAM,1992,1994,3,0,0,0,2,5,30,22,37,145,0,64,477,4,Texas_Tech
Scott_Lockwood,RB,1992,8,204,24,NWE,1992,1993,2,0,0,0,0,1,6,0,35,162,0,0,0,0,USC
Sam_Gash,FB,1992,8,205,23,NWE,1992,2003,12,0,0,2,5,13,177,78,121,327,2,169,1347,13,Penn_St
Muhammad_Shamsid-Deen,RB,1992,8,207,,SEA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tenn-Chattanooga
Ronald_Humphrey,RB,1992,8,212,23,IND,1994,1995,2,0,0,0,0,2,26,0,20,91,0,5,30,0,Miss_Valley_St
Derrick_Moore,RB,1992,8,216,24,ATL,1993,1995,3,0,0,0,1,10,42,13,310,1197,11,26,191,1,NE_State_OK
Ostell_Miles,RB,1992,9,226,22,CIN,1992,1993,2,0,0,0,0,1,26,2,30,78,1,6,89,0,Houston
Tim_Lester,RB,1992,10,255,24,RAM,1992,1999,8,0,0,0,3,4,93,53,33,126,2,47,331,0,East_Kentucky
Reggie_Yarbrough,RB,1992,10,259,,PHO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cal_State-Fullerton
Mike_Saunders,RB,1992,10,262,,PIT,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa
Raoul_Spears,RB,1992,10,267,,MIA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC
Nikki_Fisher,RB,1992,10,273,,CHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia
Mazio_Royster,RB,1992,11,284,22,TAM,1992,1994,3,0,0,0,0,1,33,1,42,122,1,13,62,0,USC
Keith_McAfee,RB,1992,11,285,,SDG,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas_A+M
Charles_Evans,RB,1992,11,295,25,MIN,1993,2000,8,0,0,0,3,10,98,45,156,498,4,110,766,2,Clark_GA
Ed_Tillison,FB,1992,11,306,23,DET,1992,1992,1,0,0,0,0,0,6,0,4,22,0,0,0,0,NW_Missouri_St
Kameno_Bell,RB,1992,12,328,,MIA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois
Leonard_Russell,RB,1991,1,14,21,NWE,1991,1996,6,0,0,0,5,26,85,71,1164,3973,29,122,846,0,Arizona_St
Harvey_Williams,RB,1991,1,21,24,KAN,1991,1998,8,0,0,0,2,34,110,47,1021,3952,20,193,1442,7,LSU
Jarrod_Bunch,FB,1991,1,27,23,NYG,1991,1994,4,0,0,0,2,7,48,22,138,629,5,26,156,2,Michigan
Eric_Bieniemy,RB,1991,2,39,22,SDG,1991,1999,9,0,0,0,0,23,142,1,387,1589,11,146,1223,0,Colorado
Nick_Bell,RB,1991,2,43,23,RAI,1991,1993,3,0,0,0,0,8,35,5,226,853,7,21,213,0,Iowa
Ricky_Watters,RB,1991,2,45,22,SFO,1992,2001,10,0,0,5,8,102,144,142,2622,10643,78,467,4248,13,Notre_Dame
Aaron_Craver,RB,1991,3,60,22,MIA,1991,1999,9,0,0,0,4,19,103,50,243,966,10,170,1364,4,Fresno_St
Ricky_Ervins,RB,1991,3,76,22,WAS,1991,1995,5,0,0,0,1,24,76,11,554,2114,8,117,870,2,USC
Robert_Wilson,RB,1991,3,80,22,TAM,1991,1996,6,0,0,0,1,2,51,15,45,183,0,23,129,3,Texas_A+M
Chuck_Webb,FB,1991,3,81,21,GNB,1991,1991,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Tennessee
Randy_Baldwin,RB,1991,4,92,24,MIN,1991,1996,6,0,0,0,0,3,65,2,74,231,0,6,50,1,Mississippi
Curvin_Richards,RB,1991,4,97,22,DAL,1991,1993,3,0,0,0,0,2,12,0,55,181,1,3,8,0,Pittsburgh
Jon_Vaughn,RB,1991,5,112,21,NWE,1991,1994,4,0,0,0,0,9,61,9,207,846,4,23,178,1,Michigan
Greg_Lewis,RB,1991,5,115,22,DEN,1991,1992,2,0,0,0,0,5,32,6,172,644,8,6,39,0,Washington
Erric_Pegram,RB,1991,6,145,22,ATL,1991,1997,7,0,0,0,3,29,103,42,855,3398,13,116,833,1,North_Texas
Blaise_Bryant,RB,1991,6,148,,NYJ,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa_St
Walter_Dean,RB,1991,6,149,23,GNB,1991,1991,1,0,0,0,0,0,9,0,0,0,0,0,0,0,Grambling_St
Fred_McAfee,RB,1991,6,154,23,NOR,1991,2006,16,0,0,1,0,9,194,6,304,1273,8,35,211,0,Mississippi_Col
Leroy_Thompson,RB,1991,6,158,22,PIT,1991,1996,6,0,0,0,0,18,80,9,404,1390,6,153,1193,5,Penn_St
Darren_Lewis,RB,1991,6,161,22,CHI,1991,1993,3,0,0,0,0,5,33,6,112,431,4,22,201,0,Texas_A+M
Tyrone_Shelton,RB,1991,7,170,,RAM,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William_+_Mary
Ivory_Lee_Brown,RB,1991,7,171,22,PHO,1992,1992,1,0,0,0,0,2,7,5,68,194,2,7,54,0,Ark-Pine_Bluff
James_Joseph,RB,1991,7,187,23,PHI,1991,1995,5,0,0,0,0,10,78,16,250,823,4,102,817,3,Auburn
Sheldon_Canley,RB,1991,7,193,23,SFO,1992,1992,1,0,0,0,0,0,1,0,4,9,0,0,0,0,San_Jose_St
Amir_Rasul,RB,1991,7,194,,BUF,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida_A+M
Greg_Amsler,RB,1991,8,198,,PHO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee
Cedric_Jackson,RB,1991,8,205,23,DET,1991,1991,1,0,0,0,0,0,8,1,17,55,0,1,-2,0,TCU
Mike_Dingle,RB,1991,8,211,22,CIN,1991,1991,1,0,0,0,0,1,8,0,21,91,0,5,23,1,South_Carolina
Gary_Brown,RB,1991,8,214,22,HOU,1991,1999,9,0,0,0,3,27,99,47,1032,4300,21,84,631,3,Penn_St
Gerald_Hudson,RB,1991,9,232,,MIN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma_St
Howard_Griffith,RB,1991,9,236,23,IND,1993,2000,8,0,0,0,5,8,121,87,121,351,3,122,844,9,Illinois
Anthony_Wallace,RB,1991,9,237,,NOR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California
Chuck_Weatherspoon,RB,1991,9,242,23,PHI,1991,1991,1,0,0,0,0,0,4,0,0,0,0,0,0,0,Houston
Ronald_Poles,RB,1991,10,254,,SDG,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee
Al_Baker,RB,1991,10,261,,NYJ,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky
Hyland_Hickson,RB,1991,10,265,,TAM,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan_St
Tony_Boles,RB,1991,11,291,,DAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michigan
Tony_Stewart,RB,1991,11,297,,SEA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa
Bob_Christian,RB,1991,12,310,22,ATL,1992,2002,11,0,0,0,7,21,135,82,193,831,12,230,2048,7,Northwestern
Ernie_Thompson,RB,1991,12,312,21,RAM,1991,1993,3,0,0,0,0,1,20,2,13,37,0,6,68,1,Indiana
Chris_Samuels,RB,1991,12,317,22,SDG,1991,1991,1,0,0,0,0,0,3,0,2,10,0,2,33,0,Texas
Blair_Thomas,RB,1990,1,2,22,NYJ,1990,1995,6,0,0,0,3,20,64,36,533,2236,7,71,513,2,Penn_St
Emmitt_Smith,RB,1990,1,17,21,DAL,1990,2004,15,1,4,8,14,129,226,219,4409,18355,164,515,3224,11,Florida
Darrell_Thompson,RB,1990,1,19,22,GNB,1990,1994,5,0,0,0,2,16,60,28,464,1641,7,41,330,1,Minnesota
Steve_Broussard,RB,1990,1,20,23,ATL,1990,1998,9,0,0,0,1,22,121,21,578,2625,19,126,882,3,Washington_St
Rodney_Hampton,RB,1990,1,24,21,NYG,1990,1997,8,0,0,2,6,54,104,85,1824,6897,49,174,1309,2,Georgia
Dexter_Carter,RB,1990,1,25,22,SFO,1990,1996,7,0,0,0,1,18,100,20,247,1042,5,61,656,2,Florida_St
Reggie_Cobb,RB,1990,2,30,22,TAM,1990,1996,7,0,0,0,5,28,92,60,1065,3743,25,123,949,2,Tennessee
Anthony_Thompson,RB,1990,2,31,23,PHO,1990,1992,3,0,0,0,0,6,37,7,251,831,6,14,74,0,Indiana
Anthony_Johnson,RB,1990,2,36,22,IND,1990,2000,11,0,0,0,3,32,159,50,816,2966,9,284,2422,7,Notre_Dame
Harold_Green,RB,1990,2,38,22,CIN,1990,1998,9,0,0,1,6,40,124,81,1151,4365,13,213,1644,4,South_Carolina
Carwell_Gardner,FB,1990,2,42,23,BUF,1990,1997,8,0,0,0,0,7,101,30,211,749,10,36,281,1,Louisville
Leroy_Hoard,RB,1990,2,45,22,CLE,1990,1999,10,0,0,1,4,43,144,66,1008,3964,36,238,2430,15,Michigan
Chris_Warren,RB,1990,4,89,22,SEA,1990,2000,11,0,0,3,6,59,162,91,1791,7696,52,273,1935,5,Ferrum
Eddie_Fuller,RB,1990,4,100,22,BUF,1991,1993,3,0,0,0,0,0,20,0,6,39,0,2,17,0,LSU
Larry_Centers,FB,1990,5,115,22,PHO,1990,2003,14,0,1,3,7,52,198,108,615,2188,14,827,6797,28,SF_Austin
Pat_Chaffey,RB,1990,5,117,23,CHI,1991,1993,3,0,0,0,0,3,31,2,61,330,2,11,111,1,Oregon_St
James_Gray,RB,1990,5,120,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas_Tech
Barry_Foster,RB,1990,5,128,21,PIT,1990,1994,5,0,1,2,4,32,62,44,915,3943,26,93,804,2,Arkansas
Brian_Mitchell,RB,1990,5,130,22,WAS,1990,2003,14,0,1,1,0,39,223,16,388,1967,12,255,2336,4,Louisiana
Cedric_Smith,FB,1990,5,131,22,MIN,1990,1997,8,0,0,0,1,1,72,14,40,100,2,20,141,2,Florida
Leroy_Holt,RB,1990,5,137,,MIA,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC
Mike_Pringle,RB,1990,6,139,22,ATL,1990,1990,1,0,0,0,0,0,3,0,2,9,0,0,0,0,Cal_State-Fullerton
Derrick_Douglas,RB,1990,6,141,22,TAM,1991,1991,1,0,0,0,0,0,2,0,0,0,0,0,0,0,Louisiana_Tech
Marcus_Wilson,RB,1990,6,149,22,RAI,1991,1995,5,0,0,0,0,0,49,0,12,24,0,2,18,0,Virginia
Johnny_Johnson,RB,1990,7,169,22,PHO,1990,1994,5,0,0,1,5,37,72,58,1046,4078,21,177,1513,5,San_Jose_St
Andy_Murray,RB,1990,7,184,,HOU,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kentucky
Aaron_Emanuel,RB,1990,7,191,,NYG,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC
James_Rouse,RB,1990,8,200,23,CHI,1990,1991,2,0,0,0,0,1,30,4,43,130,0,15,93,0,Arkansas
JJ_Flannigan,RB,1990,8,201,,SDG,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colorado
Johnny_Bailey,RB,1990,9,228,23,CHI,1990,1995,6,0,0,1,0,18,81,4,189,832,6,161,1355,1,Texas_A+M-Kingsville
Leon_Perry,RB,1990,9,230,,RAI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma
Broderick_Graves,RB,1990,9,233,,NOR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem_St
Michael_Owens,RB,1990,9,235,,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Syracuse
Terry_Allen,RB,1990,9,241,22,MIN,1991,2001,11,0,0,1,9,61,130,114,2152,8614,73,204,1601,6,Clemson
Anthony_Landry,RB,1990,10,253,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SF_Austin
Reginald_Warnsley,RB,1990,11,285,,DET,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern_Miss
Ernest_Thompson,RB,1990,11,291,,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia_Southern
Harry_Jackson,RB,1990,11,299,,GNB,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St_Cloud_St
Donnie_Riley,RB,1990,12,308,,PHO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central_Michigan
Richard_Bell,RB,1990,12,319,23,PIT,1990,1990,1,0,0,0,0,2,16,1,5,18,0,12,137,1,Nebraska
Judd_Garrett,RB,1990,12,327,,PHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Princeton
David_Lang,RB,1990,12,328,22,RAM,1991,1995,5,0,0,0,1,6,67,11,49,273,5,30,388,1,Northern_Arizona
Barry_Sanders,RB,1989,1,3,21,DET,1989,1998,10,1,6,10,10,121,153,151,3062,15269,99,352,2921,10,Oklahoma_St
Tim_Worley,RB,1989,1,7,22,PIT,1989,1994,6,0,0,0,2,13,48,25,455,1792,8,35,253,0,Georgia
Sammie_Smith,RB,1989,1,9,22,MIA,1989,1992,4,0,0,0,2,14,44,35,532,1881,15,32,310,1,Florida_St
Eric_Metcalf,RB,1989,1,13,21,CLE,1989,2002,14,0,2,3,6,63,179,77,630,2392,12,541,5572,31,Texas
Cleveland_Gary,RB,1989,1,26,23,RAM,1989,1994,6,0,0,0,2,24,68,29,674,2645,24,135,874,5,Miami_FL
Eric_Ball,RB,1989,2,35,23,CIN,1989,1995,7,0,0,0,2,5,97,29,158,586,8,22,216,3,UCLA
Daryl_Johnston,RB,1989,2,39,23,DAL,1989,1999,11,0,0,2,9,25,151,122,232,753,8,294,2227,14,Syracuse
Keith_Jones,RB,1989,3,62,23,ATL,1989,1992,4,0,0,0,3,10,50,30,215,791,6,72,651,0,Illinois
Elroy_Harris,RB,1989,3,71,23,SEA,1989,1989,1,0,0,0,0,0,14,0,8,23,0,3,26,0,East_Kentucky
Robert_Drummond,RB,1989,3,76,22,PHI,1989,1991,3,0,0,0,0,3,36,1,52,187,3,22,219,1,Syracuse
Keith_Henderson,RB,1989,3,84,23,SFO,1989,1992,4,0,0,0,0,12,37,1,194,755,4,42,532,0,Georgia
Lewis_Tillman,RB,1989,4,93,23,NYG,1989,1995,7,0,0,0,1,17,109,27,659,2383,12,43,315,0,Jackson_St
Jamie_Lawson,RB,1989,5,117,23,TAM,1989,1990,2,0,0,0,0,0,12,0,0,0,0,0,0,0,Nicholls_St
Vince_Workman,RB,1989,5,127,21,GNB,1989,1996,8,0,0,0,2,21,106,29,467,1737,13,179,1294,7,Ohio_St
Mark_Green,RB,1989,5,130,22,CHI,1989,1992,4,0,0,0,0,6,53,5,116,496,6,22,213,1,Notre_Dame
Dave_Meggett,RB,1989,5,132,23,NYG,1989,1998,10,0,0,2,0,43,146,12,398,1684,8,336,3038,11,Towson
Doug_Lloyd,RB,1989,6,156,24,RAI,1991,1991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,North_Dakota_St
Heath_Sherman,RB,1989,6,162,22,PHI,1989,1993,5,0,0,0,3,20,76,26,537,2130,10,75,608,4,Texas_A+M-Kingsville
Sean_Doctor,RB,1989,6,164,,BUF,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshall
Eric_Mitchel,RB,1989,6,165,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma
Craig_Taylor,RB,1989,6,166,23,CIN,1989,1991,3,0,0,0,0,5,36,4,114,480,7,28,188,3,West_Virginia
Undra_Johnson,RB,1989,7,172,23,ATL,1989,1989,1,0,0,0,0,0,6,0,0,0,0,0,0,0,West_Virginia
Mel_Bratton,RB,1989,7,180,24,DEN,1989,1990,2,0,0,0,0,4,32,6,57,190,4,39,345,4,Miami_FL
Ivy_Joe_Hunter,RB,1989,7,182,22,IND,1989,1991,3,0,0,0,1,1,45,13,31,100,0,11,97,0,Kentucky
Marion_Butts,RB,1989,7,183,23,SDG,1989,1995,7,0,0,2,4,35,104,74,1345,5185,43,68,471,1,Florida_St
Charvez_Foger,RB,1989,8,196,,DAL,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada
Bryan_Tobey,RB,1989,8,199,,KAN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grambling_St
Derrick_Gainer,RB,1989,8,205,23,RAI,1990,1993,4,0,0,0,0,2,34,1,41,120,1,13,122,0,Florida_A+M
John_Burch,RB,1989,8,207,,PHO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tenn-Martin
AB_Brown,RB,1989,8,209,23,NYJ,1989,1992,4,0,0,0,0,0,33,1,40,117,1,8,40,0,West_Virginia
Todd_McNair,RB,1989,8,220,23,KAN,1989,1996,8,0,0,0,0,25,121,10,147,803,3,254,2435,7,Temple
Patrick_Egu,RB,1989,9,230,22,TAM,1989,1989,1,0,0,0,0,0,7,0,3,20,1,0,0,0,Nevada
Darron_Norris,RB,1989,9,240,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas
Wayne_Williams,RB,1989,9,241,,DEN,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida
Byron_Sanders,RB,1989,9,248,,CHI,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwestern
Derrick_Fenner,RB,1989,10,268,22,SEA,1989,1997,9,0,0,0,7,30,120,79,804,2996,32,202,1578,10,North_Carolina
Tracy_Johnson,RB,1989,10,271,22,HOU,1989,1996,8,0,0,0,1,2,121,25,60,228,6,28,218,2,Clemson
Joe_Henderson,RB,1989,10,273,,NOR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa_St
Greg_Paterra,RB,1989,11,286,22,ATL,1989,1989,1,0,0,0,0,1,10,0,9,32,0,5,42,0,Slippery_Rock
Victor_Floyd,RB,1989,11,287,23,SDG,1989,1989,1,0,0,0,0,0,6,0,8,15,0,1,6,0,Florida_St
Jim_Bell,RB,1989,11,289,,SFO,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boston_Col
Tony_Hinz,RB,1989,11,294,,NWE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Harvard
Brad_Baxter,RB,1989,11,303,22,MIN,1989,1995,7,0,0,0,6,21,94,74,779,2928,35,80,587,0,Alabama_St
Bill_Jones,RB,1989,12,311,22,KAN,1990,1992,3,0,0,0,0,3,38,25,10,47,0,35,240,6,Texas_St
William_DuBose,RB,1989,12,314,,IND,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South_Carolina_St
Joe_Mickles,RB,1989,12,317,23,WAS,1989,1990,2,0,0,0,0,0,10,0,0,0,0,0,0,0,Mississippi
Gaston_Green,RB,1988,1,14,22,RAM,1988,1992,5,0,0,1,2,16,58,28,551,2136,6,32,232,1,UCLA
John_Stephens,RB,1988,1,17,22,NWE,1988,1993,6,0,0,1,4,23,88,64,945,3440,18,105,812,1,NW_State_LA
Lorenzo_White,RB,1988,1,22,22,HOU,1988,1995,8,0,0,1,3,43,107,50,1062,4242,30,192,1738,6,Michigan_St
Brad_Muster,RB,1988,1,23,23,CHI,1988,1994,7,0,0,0,5,31,95,70,520,2231,24,202,1906,7,Stanford
Craig_Heyward,RB,1988,1,24,21,NOR,1988,1998,11,0,0,1,6,38,149,107,1031,4301,30,177,1559,4,Pittsburgh
Ickey_Woods,RB,1988,2,31,22,CIN,1988,1991,4,0,0,0,1,19,37,20,332,1525,27,47,397,0,UNLV
Tony_Jeffery,RB,1988,2,38,24,PHO,1988,1988,1,0,0,0,0,0,3,0,3,8,0,0,0,0,TCU
Thurman_Thomas,RB,1988,2,40,22,BUF,1988,2000,13,1,2,5,10,112,182,160,2877,12074,65,472,4458,23,Oklahoma_St
Lars_Tate,RB,1988,2,53,22,TAM,1988,1990,3,0,0,0,2,8,33,19,292,1061,15,16,98,2,Georgia
Keith_Woodside,RB,1988,3,61,24,GNB,1988,1991,4,0,0,0,4,16,64,50,259,976,6,144,1248,2,Texas_A+M
Mike_Oliphant,RB,1988,3,66,25,WAS,1988,1991,4,0,0,0,0,2,26,0,23,127,1,18,133,0,Puget_Sound
Kevin_Harmon,RB,1988,4,101,21,SEA,1988,1989,2,0,0,0,0,0,9,0,3,37,0,0,0,0,Iowa
Lydell_Carr,RB,1988,4,106,23,NOR,1989,1989,1,0,0,0,0,0,5,0,0,0,0,0,0,0,Oklahoma
Jamie_Morris,RB,1988,4,109,23,WAS,1988,1990,3,0,0,0,0,6,33,7,252,777,4,9,68,0,Michigan
William_Howard,RB,1988,5,113,24,TAM,1988,1989,2,0,0,0,2,7,31,21,223,809,2,41,285,1,Tennessee
Robert_Delpino,RB,1988,5,117,22,RAM,1988,1993,6,0,0,0,1,25,88,30,502,1815,18,178,1769,9,Missouri
Tony_Jordan,RB,1988,5,132,23,PHO,1988,1989,2,0,0,0,1,2,22,10,144,371,5,10,44,0,Kansas_St
James_Saxon,FB,1988,6,139,22,KAN,1988,1995,8,0,0,0,0,8,111,16,145,533,5,69,515,0,San_Jose_St
